id,status,department,filed_complaint,last_evaluation,n_projects,recently_promoted,salary,satisfaction,tenure
1549,0,IT,,0.526794415,5,,low,0.187278343,6
1550,1,marketing,,0.993579847,4,,low,0.89341095,5
1551,0,support,,1,3,,medium,0.585031069,2
1552,0,sales,,0.876874213,3,,low,0.695331593,2
1553,0,sales,1,0.629547854,4,,medium,0.613149649,3
1554,1,,1,,2,,medium,0.326495742,3
1555,0,finance,,0.929013141,4,,low,0.767117808,4
1556,0,support,,0.536362823,4,,low,0.538819423,2
1557,0,information_technology,,0.608366431,4,,medium,0.956088363,4
1558,0,engineering,,0.577341643,3,,high,0.623553952,2
1559,1,sales,,,2,,low,0.475131663,3
1560,0,sales,,0.623494415,5,1,high,0.64724665,4
1561,0,finance,,0.750858726,3,,medium,0.874262989,10
1562,0,finance,,0.592943333,4,,low,0.634444685,3
1563,1,management,,0.979650675,7,,medium,0.166335733,4
1564,1,support,,0.773193952,6,,low,0.182800276,2
1565,0,sales,,0.761100336,3,,low,0.847255227,3
1566,0,sales,,0.539700141,4,,low,0.741876452,2
1567,0,management,1,0.776901701,3,,low,0.890126887,4
1568,0,engineering,,0.972212772,3,,medium,0.670190628,2
1569,1,engineering,,0.83603867,5,,medium,0.519994846,4
1570,1,finance,,0.802477174,4,,medium,0.492286586,3
1571,0,support,,0.463936754,2,,low,0.985198757,5
1572,0,support,,,4,,medium,0.788457768,3
1573,0,engineering,,0.632492124,3,,medium,0.527575691,2
1574,0,IT,,0.507794728,3,,medium,0.571484047,3
1575,0,sales,,0.637433006,2,,medium,0.710529764,8
1576,0,finance,,0.64504296,4,,low,0.967617101,3
1577,0,product,,0.687067606,5,,low,0.872954633,7
1578,0,sales,,0.5279903,3,,low,0.806196917,3
1579,0,IT,,,3,,low,0.890113117,3
1580,0,sales,,0.688040739,4,,medium,0.684865562,2
1581,0,engineering,,0.587154751,5,,medium,0.660227153,3
1582,0,sales,,0.878378212,4,,low,0.170047172,5
1583,0,management,,0.581128317,5,,medium,0.628758441,3
1584,1,sales,1,0.850387624,4,,low,0.770551423,5
1585,0,sales,,,4,,medium,0.455526771,3
1586,0,sales,,0.679788697,3,,high,0.736665226,3
1587,1,sales,,0.535459962,2,,low,0.487850713,3
1588,1,marketing,,0.78710568,6,,low,0.113982613,4
1589,0,sales,,0.797859317,4,1,medium,0.76295009,3
1590,0,sales,1,0.985366837,2,,medium,0.506632366,3
1591,0,,1,0.883383264,6,,low,0.265099323,3
1592,1,support,,0.542705381,2,,low,0.485358125,3
1593,0,finance,,0.793802794,3,,medium,1,8
1594,0,finance,,0.950540156,2,,low,0.526474544,10
1595,0,IT,,0.926125164,4,,medium,0.938736909,3
1596,0,marketing,,0.679343224,4,,medium,0.552003154,2
1597,1,product,,0.528517368,2,,medium,0.408937101,3
1598,0,support,1,0.645276209,3,,low,0.873021057,2
1599,0,management,,0.577557291,3,,low,0.822039095,2
1600,0,information_technology,,0.606735095,3,,low,0.677631067,5
1601,0,sales,,0.414849947,6,,low,0.254643113,3
1602,1,marketing,,0.499223707,2,,medium,0.431534615,3
1603,0,,1,0.858923693,5,,medium,0.910023643,2
1604,0,marketing,,0.708144275,5,,medium,0.151752638,7
1605,1,IT,,0.92619714,6,,medium,0.061868428,5
1606,1,sales,,0.83759721,5,,low,0.73844123,5
1607,1,IT,,0.931267189,6,,medium,0.090242318,5
1608,0,support,,0.910438416,3,,low,0.692817122,3
1609,0,engineering,,0.839186296,4,,high,0.756663466,3
1610,0,finance,,0.754073999,3,,high,0.546859156,2
1611,0,sales,1,0.485723138,4,,medium,0.847743189,2
1612,1,finance,,0.542536184,2,,low,0.397754902,3
1613,0,sales,1,0.458827421,6,,medium,0.890915995,6
1614,1,,,0.573619511,4,,medium,0.535419933,6
1615,0,temp,,,1,,low,,
1616,1,finance,,0.539248769,2,,medium,0.488345357,3
1617,0,temp,,,2,,medium,,
1618,0,engineering,,0.482324123,6,,low,0.414146242,5
1619,0,support,,0.761661814,4,,low,0.63276743,2
1620,0,engineering,,0.574165552,3,,medium,0.596604337,2
1621,0,sales,,0.743287801,4,,medium,0.466656488,3
1622,0,IT,,0.592210971,4,,medium,0.520846304,3
1623,0,engineering,,0.693633389,6,,medium,0.860474361,4
1624,0,sales,,0.667059894,5,,medium,0.960912883,3
1625,0,product,,0.953588173,4,,low,0.670037813,3
1626,0,sales,,0.614283049,4,,low,0.813749731,2
1627,1,engineering,,0.814468946,5,,low,0.713843504,5
1628,1,sales,,0.498707794,2,,medium,0.42362368,3
1629,1,marketing,,0.921234872,7,,low,0.059312094,4
1630,0,marketing,,,4,,low,0.427579483,3
1631,0,IT,,0.788132303,2,,low,0.937853522,2
1632,0,sales,,0.927514251,4,,medium,0.845479159,2
1633,1,sales,,0.876305784,6,,medium,0.101742103,4
1634,0,engineering,1,0.720380232,3,,high,0.860161461,5
1635,1,sales,,0.804960013,5,,medium,0.744839721,5
1636,0,marketing,,0.850194831,3,,medium,0.500962141,6
1637,0,support,1,0.838446365,5,,low,0.77734324,2
1638,0,support,1,,3,,medium,0.616244568,3
1639,0,engineering,,0.366329382,2,,medium,0.457461515,4
1640,0,admin,,0.667117937,4,,medium,0.809280518,3
1641,0,finance,,0.526946654,2,,medium,0.421845212,3
1642,0,marketing,1,0.707534733,5,,medium,0.461991278,3
1643,0,IT,,0.572796777,3,,medium,0.854613975,2
1644,0,finance,,0.747969897,3,,medium,0.419437574,2
1645,0,IT,,,2,,low,0.875218765,3
1646,0,engineering,,0.851294961,3,,low,0.566524373,2
1647,0,temp,1,,1,,low,,
1648,0,information_technology,1,0.820611868,2,,low,0.217119464,6
1649,0,management,,0.533394669,6,,medium,0.371818767,6
1650,0,sales,,0.66346975,5,,medium,0.715657348,3
1651,1,support,,0.54611234,2,,low,0.35247269,3
1652,0,sales,,0.67278883,3,,medium,0.737598859,2
1653,0,support,,0.720714989,3,,medium,0.701572771,2
1654,0,procurement,,0.962550074,3,,medium,0.567813476,3
1655,1,support,,0.592417685,2,,low,0.379845202,3
1656,0,IT,1,0.820143056,5,,low,0.619430604,2
1657,1,engineering,,0.805106996,7,,low,0.324087387,5
1658,1,product,,,2,,medium,0.450594101,3
1659,0,support,1,,5,,medium,0.628704501,3
1660,0,support,,0.47231627,3,,medium,0.567095214,2
1661,1,sales,,0.891915921,5,,low,0.179431848,4
1662,0,engineering,,,3,,medium,0.73342122,3
1663,0,sales,,0.517851917,3,,medium,0.587200241,2
1664,0,finance,,0.635865604,3,,low,0.683058056,2
1665,0,sales,,0.912004851,4,,medium,0.75769913,5
1666,1,management,,0.843169303,6,,low,0.111695917,4
1667,1,IT,,0.537556715,2,,low,0.479737774,3
1668,0,support,1,,5,,low,0.676853896,3
1669,0,engineering,,0.630600497,3,,medium,0.964198428,3
1670,0,product,,0.940265965,4,,medium,0.598758265,3
1671,0,sales,,0.461251048,3,,medium,0.722305386,3
1672,0,sales,,0.702216726,4,,low,0.631517998,4
1673,0,sales,1,0.579715426,6,,low,0.245772065,5
1674,0,engineering,1,0.792976978,3,,medium,0.716894733,2
1675,0,temp,,,1,,medium,,
1676,0,support,,0.45501189,4,,medium,0.857785373,2
1677,0,sales,,0.947472114,3,,low,0.678574426,3
1678,0,support,,0.615732802,4,,medium,0.685025903,3
1679,0,engineering,,0.896206449,5,,low,0.548555443,4
1680,0,procurement,,0.753977016,5,1,medium,0.921207677,4
1681,0,sales,,,5,,low,0.682528251,3
1682,1,support,,0.947933752,5,,low,0.894260249,6
1683,1,sales,,0.77730795,6,,low,0.055716253,4
1684,0,marketing,,0.759499603,4,,medium,0.482573933,3
1685,0,IT,,0.869988682,4,,medium,0.773363677,2
1686,0,product,1,0.935361842,6,,low,0.238566733,5
1687,1,engineering,,0.873231995,6,,medium,0.395484957,6
1688,0,sales,,0.47548971,3,,medium,0.749490496,7
1689,0,sales,,0.617341832,6,,low,0.649973627,3
1690,1,product,,0.814165889,6,,medium,0.13775609,4
1691,0,management,,0.579337276,4,,low,0.71685981,2
1692,0,sales,1,0.488038219,4,,low,0.186133016,4
1693,0,engineering,,,5,,low,0.776309608,2
1694,0,management,,0.863776858,5,,low,0.830065361,2
1695,0,finance,,0.796027536,6,,low,0.203696971,3
1696,0,marketing,,0.430291935,4,,low,0.584044715,3
1697,1,sales,,0.870610708,5,,low,0.188022897,3
1698,0,,,0.892096338,3,,medium,0.829599417,6
1699,1,IT,,0.983261436,4,,low,0.809117068,5
1700,0,product,,0.579999025,6,,medium,0.487339991,4
1701,0,finance,1,0.549072831,2,,low,0.558358962,4
1702,0,IT,,0.741402488,2,,low,0.650993962,5
1703,1,support,,0.826753722,2,,low,0.512092476,5
1704,0,support,,0.668078061,4,,high,0.977923524,3
1705,0,product,,0.453597105,3,,low,0.639775077,2
1706,0,support,,0.75024719,5,1,medium,0.598285089,2
1707,0,marketing,,,4,,low,0.829371259,3
1708,0,support,,0.878184854,4,,medium,0.520042999,2
1709,1,information_technology,,1,4,,low,0.738471739,5
1710,1,IT,,0.930708402,6,,medium,0.125593025,5
1711,1,product,,0.528488626,2,,low,0.435509304,3
1712,0,product,,0.84409678,4,,medium,0.59643162,2
1713,0,sales,,0.511802192,3,,medium,0.550338025,2
1714,0,,,0.562045142,4,,low,0.577849394,2
1715,1,sales,,0.904155305,4,,low,0.812239386,5
1716,0,sales,,0.563115116,3,,medium,0.517688411,3
1717,0,information_technology,1,0.590179965,3,,low,0.701188179,2
1718,0,sales,,0.728214334,3,,medium,1,3
1719,0,engineering,1,0.452764419,5,,medium,0.526951793,4
1720,0,engineering,,0.457268206,6,,low,0.160569974,6
1721,0,support,,0.985579518,4,,medium,1,3
1722,0,product,,0.853792446,3,,low,0.721948434,4
1723,0,admin,,0.740262732,3,,medium,0.636213051,3
1724,0,sales,,0.912153991,3,,low,0.664321063,2
1725,0,information_technology,,0.640018749,4,,medium,0.925446404,4
1726,0,finance,,0.879038775,2,,high,0.866088036,3
1727,0,sales,,0.958484426,4,,medium,0.706403183,2
1728,0,sales,,0.974751065,3,,low,0.538834862,2
1729,0,IT,1,0.456255158,3,,low,0.910483604,2
1730,0,temp,,,2,,low,,
1731,0,management,,0.945611837,4,,medium,0.485274693,8
1732,0,temp,1,,1,,medium,,
1733,0,,,0.716676906,4,,low,0.228155371,5
1734,0,,,0.829144992,5,,medium,0.724458991,3
1735,0,sales,,0.755225451,4,,low,0.655388237,2
1736,0,sales,,0.56386631,4,,low,0.973961233,2
1737,0,sales,1,,6,,medium,0.226611115,3
1738,0,information_technology,,0.772605739,3,,medium,0.577099194,3
1739,0,IT,,0.80268639,4,,low,0.607391321,4
1740,0,engineering,,0.96025221,4,,low,0.879819953,4
1741,0,,,0.694445689,4,,high,0.838967521,2
1742,0,support,,,3,,medium,0.975844036,2
1743,0,procurement,,0.772895393,3,,medium,0.738886144,3
1744,0,IT,,0.617731925,5,,medium,0.773845413,8
1745,0,marketing,,0.911997595,3,,medium,0.551842046,3
1746,0,support,,0.731127456,4,,medium,0.492926283,4
1747,0,management,,0.78447837,4,,high,0.688392025,3
1748,1,finance,,0.954884847,6,,medium,0.066854996,4
1749,0,sales,,0.55196188,5,,low,0.928772394,3
1750,0,sales,,0.625711789,5,,low,0.613895291,3
1751,1,product,,0.908527528,6,,medium,0.154144654,4
1752,0,,1,0.62952604,5,,high,0.599165356,2
1753,0,engineering,,0.898281559,4,,medium,0.936504585,4
1754,0,sales,,,2,,medium,0.829327119,2
1755,0,finance,,,4,,low,0.886610475,2
1756,0,IT,,0.993731379,4,,low,0.859918254,3
1757,0,engineering,,0.950118774,4,,low,0.533838979,2
1758,0,sales,,0.943741064,4,,medium,0.753581407,2
1759,1,sales,,0.55280037,2,,low,0.386085359,3
1760,1,,,0.866022316,6,,medium,0.091360066,4
1761,0,sales,,0.49478625,3,,high,0.632426197,3
1762,0,procurement,,0.784439771,4,,medium,0.94397415,3
1763,0,,,0.649058399,4,,medium,0.562647058,3
1764,1,support,,0.896617138,7,,low,0.154278825,4
1765,1,,,0.508282225,2,,low,0.485222774,3
1766,0,sales,,,4,,high,0.653308702,2
1767,0,sales,,0.677548446,2,,low,0.457649858,8
1768,0,engineering,,0.916486,4,,low,0.785478672,2
1769,1,engineering,,0.400059732,2,,low,0.369309432,3
1770,0,management,,0.903659655,3,,medium,0.585821624,3
1771,0,,,0.772817977,5,,high,0.926355509,3
1772,0,support,,0.480795023,5,,low,0.884580481,5
1773,0,sales,1,0.353039623,6,,low,0.958111006,5
1774,0,admin,,0.900731618,5,,medium,0.284437486,6
1775,0,IT,,0.73986707,5,,medium,0.877857849,4
1776,0,product,,0.660254906,5,,low,0.935783382,4
1777,1,management,,0.468561664,2,,low,0.350525732,3
1778,1,engineering,,0.936785332,6,,low,0.145721966,4
1779,0,management,,0.468536483,5,,high,0.933923254,7
1780,1,marketing,,,2,,medium,0.442754906,3
1781,0,sales,,0.846072659,4,,medium,0.230993031,5
1782,0,engineering,,0.52771332,4,,medium,0.54889455,2
1783,0,sales,,0.559073681,5,,medium,0.902947473,2
1784,0,sales,,0.600349264,3,,high,0.637401331,2
1785,1,sales,,0.543701235,2,,medium,0.375749441,3
1786,0,sales,,0.537865784,3,,low,0.61084134,3
1787,0,product,,0.596521241,4,,medium,0.778410563,2
1788,0,engineering,,0.822474427,2,,high,0.394075613,5
1789,0,engineering,,,3,,low,0.672225248,3
1790,0,marketing,1,0.725544709,3,,high,0.204227991,8
1791,0,sales,,0.961248592,5,,medium,0.779423182,3
1792,1,support,,0.556134329,3,,low,0.24033557,3
1793,0,product,,0.805056778,5,,medium,0.186951813,4
1794,0,support,,0.363948021,2,1,low,0.661943916,5
1795,0,engineering,,0.497103399,2,,low,0.682913655,6
1796,0,engineering,,0.562699102,3,,medium,0.678216226,2
1797,0,management,,0.758811584,5,,low,0.641413257,2
1798,0,support,,0.766274861,3,,medium,0.823887854,3
1799,1,marketing,,0.533963977,2,,low,0.385362811,3
1800,0,product,,,5,,low,0.795548106,3
1801,0,marketing,1,0.704938906,5,,medium,0.91538214,4
1802,0,IT,,0.438713708,3,,medium,0.311056828,4
1803,1,sales,,0.494166401,2,,medium,0.4804866,3
1804,0,support,,0.917584332,3,,low,0.764873323,2
1805,0,temp,1,,2,,low,,
1806,1,finance,,0.499063612,7,,medium,0.291279842,5
1807,0,admin,,,3,,low,0.88926599,3
1808,0,engineering,,0.528829639,4,,low,0.589944397,2
1809,0,support,,0.760240493,6,,medium,0.198432502,3
1810,1,sales,,0.410470832,2,,low,0.374499626,3
1811,1,sales,,0.64205025,3,,low,0.418694235,4
1812,0,support,1,0.461335436,4,,low,0.23990657,4
1813,0,engineering,,0.730901654,5,,medium,0.756296045,2
1814,1,,,0.803692957,6,,low,0.147912421,4
1815,0,admin,,0.640899247,5,,low,0.253721319,6
1816,0,product,1,0.859111455,3,,low,0.541909259,2
1817,0,marketing,,1,4,1,low,1,2
1818,1,IT,,0.520365446,2,,low,0.383166922,3
1819,0,,1,0.471222017,6,,low,0.63967844,2
1820,0,sales,,0.551148822,3,,high,0.715915165,2
1821,0,support,,0.67922915,5,,medium,0.08927222,3
1822,1,management,,,2,,low,0.391370328,3
1823,1,sales,,0.521650415,2,,low,0.459797234,3
1824,0,management,,,4,,high,0.715207483,3
1825,1,,,0.850789411,6,,medium,0.078415776,4
1826,0,product,,,3,,low,0.806946877,3
1827,0,engineering,,0.696327935,6,,low,0.322584282,3
1828,1,support,,0.555919607,2,,high,0.479173381,3
1829,0,support,,0.454104139,2,,low,0.900431412,3
1830,0,engineering,,0.787677167,4,,medium,0.744399455,3
1831,0,sales,,0.588739765,5,,medium,0.860325234,2
1832,0,IT,,0.546363914,3,,medium,0.950093048,3
1833,0,engineering,,0.868877345,3,,low,1,4
1834,0,IT,,0.876925527,5,,medium,0.949961041,2
1835,0,sales,1,0.860953377,2,1,medium,0.655320604,2
1836,1,,,0.481851198,2,,low,0.402154913,3
1837,0,marketing,,0.530771088,5,1,medium,0.309043893,2
1838,0,,,0.483690459,4,,low,0.800799596,3
1839,0,sales,,0.652948013,3,,medium,0.555719463,2
1840,0,support,,0.557444282,3,,high,0.159644621,4
1841,0,IT,,0.771142149,4,,low,0.712967851,2
1842,1,sales,,0.49767015,2,,low,0.428430872,3
1843,0,engineering,1,,3,,medium,0.893623668,2
1844,0,engineering,1,0.56131034,3,,medium,0.371486017,6
1845,1,engineering,,0.475271287,2,,low,0.348459197,3
1846,0,,,0.773131676,2,,high,0.598214699,4
1847,0,,,0.700579441,4,1,medium,0.550239723,8
1848,1,engineering,,0.91952447,5,,low,0.701671574,5
1849,0,support,,0.791814928,3,,medium,0.351736865,5
1850,0,,,0.614730135,5,,medium,0.396771322,5
1851,0,engineering,,0.556562665,4,,medium,0.936664454,4
1852,0,product,,0.723930613,4,,low,0.787624825,4
1853,0,sales,,,4,,medium,0.98623764,2
1854,0,engineering,,0.870705245,6,,low,0.231795158,8
1855,0,finance,,0.949590761,3,,low,0.880315528,3
1856,1,support,,0.900548881,5,,medium,0.820155012,5
1857,1,sales,,0.480960402,2,,medium,0.401806788,3
1858,0,sales,,0.881744917,3,,medium,0.573649767,3
1859,0,procurement,,,3,,medium,0.841524947,3
1860,1,sales,,0.555181072,2,,medium,0.40924051,3
1861,0,sales,,0.758867068,3,,medium,0.528722561,2
1862,0,engineering,,0.899179438,4,,low,0.682137203,2
1863,0,sales,,,4,,low,0.523557599,3
1864,0,engineering,,0.606256141,4,,medium,0.860882311,5
1865,1,sales,,0.914964167,5,,high,0.771224691,5
1866,1,IT,,0.931751448,7,,low,0.073798127,4
1867,0,IT,,0.476447869,2,,medium,0.494826464,2
1868,0,finance,,0.906416435,3,,medium,0.784274375,2
1869,0,engineering,,0.77580884,4,,low,0.829349447,2
1870,0,support,1,0.630865338,4,,low,0.542127594,3
1871,0,support,1,0.957912899,3,,high,0.547224919,3
1872,0,engineering,,0.459990303,2,,low,0.523770324,3
1873,0,finance,,0.599351114,4,,low,0.761931459,3
1874,0,sales,,0.761589896,4,,low,0.471479817,3
1875,0,sales,,0.982827306,5,,low,0.557417796,4
1876,1,product,,0.525740295,2,,high,0.510361049,3
1877,0,IT,1,,3,,low,0.703758852,3
1878,0,support,,0.593782087,4,,low,0.763980144,2
1879,1,engineering,,0.596547747,2,,medium,0.423221688,3
1880,0,,,0.62396523,6,,medium,0.687436845,6
1881,0,sales,1,0.691445348,3,,medium,0.804302198,2
1882,1,engineering,,0.822383521,6,,low,0.160406463,4
1883,0,sales,,0.831329839,3,,medium,0.768674636,7
1884,0,sales,,,4,,high,1,2
1885,0,finance,,,2,,medium,0.873960173,2
1886,0,sales,,0.861646557,4,,low,0.780694665,2
1887,1,sales,,0.833568723,5,,low,0.845178827,5
1888,0,sales,,1,4,,low,0.737763198,2
1889,1,support,1,0.849252474,6,,low,0.106515506,5
1890,0,sales,,0.89481157,6,,low,0.77607266,4
1891,0,sales,,0.477594695,4,,medium,0.554841338,2
1892,0,product,1,0.668461963,4,,high,1,3
1893,1,sales,,0.483513062,2,,low,0.416760966,3
1894,1,sales,,,2,,medium,0.4046271,3
1895,0,engineering,,0.94429652,4,,low,0.394737619,6
1896,0,engineering,,0.71607185,5,,medium,0.451097784,6
1897,1,sales,,1,5,,low,0.906356285,5
1898,0,sales,,0.911486167,3,,high,0.845784384,3
1899,0,product,,0.722124275,3,,medium,0.619421358,6
1900,0,temp,,,1,,low,,
1901,0,sales,,0.56664362,5,,medium,0.224216781,6
1902,1,IT,,0.496473937,2,,low,0.439861535,3
1903,0,temp,,,2,,medium,,
1904,0,sales,,0.89801118,3,,medium,0.686073485,8
1905,0,engineering,,0.740641647,3,,low,0.793856355,2
1906,0,engineering,,0.928174033,4,,medium,0.625822787,2
1907,1,engineering,,0.4490608,2,,low,0.405720872,3
1908,0,sales,,0.5232042,6,,medium,0.541255916,4
1909,0,support,,0.938082026,5,,low,0.171264843,4
1910,0,marketing,,0.495410612,5,,high,0.624226399,4
1911,0,management,,0.784725515,4,,medium,0.797279067,2
1912,0,engineering,1,0.807584818,4,1,low,0.662989128,3
1913,0,finance,,0.659339509,4,,medium,0.701573198,4
1914,0,engineering,1,,3,,high,0.606774507,2
1915,0,IT,,0.857855066,4,,low,0.695775283,3
1916,0,marketing,,0.537324633,4,1,medium,0.481311172,2
1917,0,sales,,0.712815612,3,,low,0.735549535,3
1918,0,engineering,,0.517302167,5,,low,0.751199239,3
1919,0,marketing,,0.960121716,4,,low,0.61918714,2
1920,0,engineering,,0.374890313,5,,medium,0.761064072,4
1921,1,sales,,0.93047366,2,,medium,0.872009721,2
1922,1,IT,,0.424955997,2,,low,0.453665704,3
1923,0,engineering,1,0.494546811,3,,low,0.867552899,3
1924,0,sales,,0.500239114,5,,low,0.911957912,3
1925,1,sales,,,2,,low,0.342856794,3
1926,0,management,,,3,,medium,0.93149611,3
1927,0,information_technology,,0.841393009,3,,medium,0.867307361,2
1928,1,finance,,0.514046788,2,,medium,0.45662042,3
1929,1,sales,,0.968489971,6,,low,0.098563901,4
1930,0,product,1,0.753510941,3,,medium,0.789448067,2
1931,0,sales,1,,4,1,medium,0.645955905,3
1932,0,engineering,,0.475955944,2,,medium,0.804477483,4
1933,0,IT,,,3,,low,0.726784115,3
1934,1,product,,,2,,medium,0.519898076,3
1935,0,engineering,,0.991983061,4,,low,0.568736563,2
1936,0,finance,1,0.510650797,4,,high,0.955401048,3
1937,0,sales,,,3,,medium,0.916096928,3
1938,1,,,,2,,high,0.517786787,3
1939,0,IT,,0.954116378,4,,low,0.92408528,3
1940,0,,,0.744915402,4,,medium,0.71556896,3
1941,0,engineering,,0.726018287,3,,low,1,4
1942,0,sales,,0.875659669,4,,low,0.859327873,10
1943,0,sales,,0.659598551,5,,medium,0.676219574,3
1944,0,finance,,0.822665117,3,,low,0.370236352,2
1945,0,marketing,,0.663678349,3,,medium,0.269791733,4
1946,0,support,1,0.688430972,3,,high,0.644715388,10
1947,0,engineering,,0.959134498,2,,medium,0.197045863,3
1948,0,marketing,1,0.811396624,4,,low,0.641298902,3
1949,0,product,,0.971148216,4,,low,0.605988947,3
1950,0,sales,,0.782978735,5,,medium,0.543201999,3
1951,0,,,0.689714506,5,,medium,0.257959529,5
1952,0,sales,,0.548118164,2,,low,0.946299023,4
1953,0,engineering,,0.785642278,3,,low,0.251271246,6
1954,1,management,,0.912520247,5,,medium,0.845150295,5
1955,1,support,,0.524137492,2,,medium,0.450891589,3
1956,0,engineering,,0.588412208,3,,medium,0.556982202,3
1957,0,management,1,0.765793865,4,,high,0.642520636,10
1958,0,engineering,,0.541280349,4,,low,0.870310143,3
1959,0,,,0.736527783,3,,low,0.87993232,3
1960,1,product,1,0.525127255,2,,medium,0.451130075,3
1961,1,sales,,0.540937424,2,,low,0.31289553,5
1962,0,marketing,,0.927557689,3,,low,0.907734502,4
1963,0,sales,,0.994723877,5,,medium,0.636998334,7
1964,0,engineering,,0.908386752,2,,low,0.692737733,3
1965,0,finance,,0.941247093,6,,medium,0.371498691,2
1966,0,sales,,0.618418117,2,,low,0.90252285,2
1967,0,sales,,0.54761347,5,,low,0.122446462,3
1968,0,sales,,0.479557478,3,,low,0.258900352,4
1969,0,support,,0.692606556,3,,low,0.696704652,3
1970,0,finance,,,3,,low,0.885984232,3
1971,0,,,0.550449709,4,,low,0.804505467,3
1972,0,engineering,,0.468881112,2,,low,0.425580959,2
1973,0,management,1,0.62235343,3,,medium,0.669754046,2
1974,0,sales,,0.921982486,5,,medium,0.247343082,5
1975,0,sales,,0.712598078,4,,low,0.909850595,3
1976,0,support,,0.651854672,4,,low,0.492896883,3
1977,0,finance,1,0.574309336,4,,medium,0.773736413,3
1978,0,support,,0.734117395,5,,medium,0.149542614,4
1979,1,support,,0.847590411,6,,low,0.086455083,4
1980,0,engineering,,0.510591152,2,,medium,0.424935128,3
1981,1,sales,,,2,,medium,0.401891417,3
1982,0,IT,,0.804107009,5,,medium,0.424440213,5
1983,0,information_technology,,0.450507167,3,,low,0.169864802,5
1984,0,sales,,0.824526656,3,,medium,0.512348733,3
1985,0,engineering,1,0.982663706,5,,medium,0.752938932,4
1986,0,engineering,,0.962562813,4,,high,0.811963924,3
1987,0,support,,0.649002528,4,,low,0.723880696,2
1988,0,sales,1,0.57492931,4,,medium,0.75456361,4
1989,0,engineering,,0.988707682,3,,medium,0.572447942,2
1990,1,IT,,0.510952603,2,,low,0.429386437,3
1991,0,finance,,0.620975681,5,,low,0.21705748,5
1992,0,support,,0.513993498,4,,low,0.490152183,3
1993,0,sales,,0.660630741,4,,medium,0.533472761,2
1994,0,finance,,0.815339849,4,,low,1,3
1995,0,sales,,0.82219865,5,,high,0.396194826,5
1996,0,marketing,1,0.55637129,4,,medium,0.80629744,3
1997,0,product,,0.530970674,5,,low,0.555561805,3
1998,0,marketing,,,5,,low,0.81759518,3
1999,1,finance,,0.932009434,6,,medium,0.063313056,4
2000,1,product,,0.813922473,7,,low,0.077777572,4
2001,0,engineering,,0.346225144,4,,medium,0.628678794,5
2002,0,,,0.832123784,3,,low,0.753605827,3
2003,1,sales,,0.918891513,4,,medium,0.909777483,5
2004,0,sales,1,0.788225542,4,,medium,0.3808085,7
2005,0,engineering,,0.762479794,5,,low,0.206756992,4
2006,0,support,,0.679350732,5,,low,0.156302988,5
2007,0,support,,0.899508314,3,,low,0.79362416,3
2008,0,sales,,0.717212802,4,,low,0.222928266,5
2009,0,support,1,0.730250541,3,,low,0.738187963,4
2010,1,support,,0.900430154,4,,low,0.847554842,5
2011,0,product,,0.96574394,4,,low,0.637525374,4
2012,1,support,1,0.532573518,2,,low,0.397773089,3
2013,0,support,1,0.738845246,3,,low,0.319785239,2
2014,0,sales,,0.651109359,3,,medium,0.945607889,3
2015,1,sales,,0.912182013,6,,low,0.046093606,5
2016,1,marketing,,0.927758827,7,,low,0.102589334,4
2017,0,product,,0.639968562,5,,low,0.613996884,2
2018,0,,,0.531833584,4,,low,0.386777987,2
2019,0,procurement,,,3,,medium,0.504735737,2
2020,1,finance,,1,4,,medium,0.865131106,5
2021,0,support,,0.676153423,3,,medium,0.368658036,6
2022,0,,,0.970403919,3,,low,0.759149735,5
2023,0,sales,,0.964738764,2,,medium,0.740578245,5
2024,0,sales,,0.856956269,4,,medium,0.616602478,3
2025,1,engineering,,0.50305885,2,,medium,0.36643159,3
2026,0,sales,,,3,,low,0.63078007,2
2027,1,product,,0.838803034,6,,low,0.121466774,4
2028,1,sales,,0.440299127,2,,low,0.415770569,3
2029,0,sales,1,0.959261339,4,,medium,0.166093559,4
2030,0,sales,,0.643927571,3,,medium,0.172879394,5
2031,0,finance,,0.928814702,4,,low,0.470573339,4
2032,0,engineering,,0.409632859,6,,low,0.4835742,2
2033,1,product,,0.48626875,2,,medium,0.421146549,3
2034,0,temp,,,2,,medium,,
2035,1,sales,,0.453184589,2,,low,0.441589324,3
2036,0,IT,,,5,,low,0.64441713,3
2037,0,engineering,,0.578059862,3,,medium,0.359339552,2
2038,0,IT,,0.698655216,4,,low,0.822262872,3
2039,0,support,1,0.681523807,3,,medium,1,3
2040,0,engineering,1,0.673102788,5,,medium,0.762552564,6
2041,0,,1,0.625161907,4,,medium,0.61485502,2
2042,0,IT,,0.588731656,5,,medium,1,3
2043,0,engineering,,0.700067361,4,,low,0.950624369,3
2044,0,support,,0.450184787,4,,medium,0.859863755,3
2045,0,sales,,0.808341737,3,,medium,0.600433478,2
2046,1,support,,0.61082893,6,,low,0.447612384,3
2047,0,engineering,,0.545607879,4,,low,0.947479792,3
2048,0,marketing,,0.640364001,6,,low,0.130771058,6
2049,0,marketing,,0.605855217,6,,high,0.237953367,5
2050,0,support,1,0.438429083,3,,medium,0.403180221,2
2051,1,support,,0.910776764,7,,low,0.17685305,4
2052,0,support,1,0.933752954,4,,medium,0.674167829,3
